,year,rank,song,singer,urls,top_predicted_genre,second_predicted_genre,display_genre
2234,2017,35,Bounce Back,Big Sean,https://www.youtube.com/watch?v=phr1pOFK1V8,Experimental,Electronic,Electronic
2235,2017,36,Strip That Down,"Liam Payne,Quavo,",https://www.youtube.com/watch?v=vSW2M-BB1NE,Experimental,Electronic,Electronic
2236,2017,37,Fake Love,Drake,https://www.youtube.com/watch?v=Nqwoh5OGfMo,Electronic,Hip-Hop,Electronic
2237,2017,38,Don't Wanna Know,"Maroon 5,Kendrick Lamar,",https://www.youtube.com/watch?v=aBvz4GxFAIg,Experimental,Electronic,Electronic
2238,2017,39,Look What You Made Me Do,Taylor Swift,https://www.youtube.com/watch?v=3tmd-ClpJxA,Electronic,Experimental,Electronic
2241,2017,42,Paris,The Chainsmokers,https://www.youtube.com/watch?v=RhU9MZ98jxo,Experimental,Electronic,Electronic
2242,2017,43,Side to Side,"Ariana Grande,Nicki Minaj,",https://www.youtube.com/watch?v=AQ4MQ_uhBSs,Experimental,Electronic,Electronic
2243,2017,44,Rockabye,"Clean Bandit,Sean Paul,Anne-Marie,",https://www.youtube.com/watch?v=papuvlVeZg8,Electronic,Experimental,Electronic
2244,2017,45,Feel It Still,Portugal. The Man,https://www.youtube.com/watch?v=pBkHHoOIIn8,Experimental,Electronic,Electronic
2246,2017,47,Sorry Not Sorry,Demi Lovato,https://www.youtube.com/watch?v=-MsvER1dpjM,Experimental,Electronic,Electronic
2248,2017,49,Can't Stop the Feeling!,Justin Timberlake,https://www.youtube.com/watch?v=lfaeMl1AZOc,Experimental,Electronic,Electronic
2249,2017,50,Mi Gente,"J Balvin,Willy William,Beyoncé,",https://www.youtube.com/watch?v=APHgDFRpCi0,Electronic,Hip-Hop,Electronic
2203,2017,4,Humble,Kendrick Lamar,https://www.youtube.com/watch?v=tvTRZJ-4EyI,Hip-Hop,Electronic,Hip-Hop
2247,2017,48,Bank Account,21 Savage,https://www.youtube.com/watch?v=sV2t3tW_JTQ,Hip-Hop,Electronic,Hip-Hop
2224,2017,25,Redbone,Childish Gambino,https://www.youtube.com/watch?v=Kp7eSUU9oy8,Jazz,Experimental,Jazz
2232,2017,33,Love on the Brain,Rihanna,https://www.youtube.com/watch?v=zA-upjFaHvw,Experimental,Jazz,Jazz
2221,2017,22,Attention,Charlie Puth,https://www.youtube.com/watch?v=nfs8NYg7yQM,Experimental,Pop,Pop
2229,2017,30,Scars to Your Beautiful,Alessia Cara,https://www.youtube.com/watch?v=1tAvYhW1ZLI,Experimental,Pop,Pop
2240,2017,41,Bad Things,"Machine Gun Kelly,Camila Cabello,",https://www.youtube.com/watch?v=QpbQ4I3Eidg,Experimental,Pop,Pop
2245,2017,46,Let Me Love You,"DJ Snake,Justin Bieber,",https://www.youtube.com/watch?v=INsbbnOD2_4,Experimental,Pop,Pop
2218,2017,19,Black Beatles,"Rae Sremmurd,Gucci Mane,",https://www.youtube.com/watch?v=bPmR-kdTO4U,Experimental,Rock,Rock
2230,2017,31,1-800-273-8255,"Logic,Alessia Cara,Khalid,",https://www.youtube.com/watch?v=Kb24RrHIbFk,Experimental,Rock,Rock
2239,2017,40,Castle on the Hill,Ed Sheeran,https://www.youtube.com/watch?v=K0ibBPhiaG0,Experimental,Rock,Rock
2227,2017,28,iSpy,"Kyle,Lil Yachty,",https://www.youtube.com/watch?v=5XK4v2fgMPU,Experimental,Spoken,Spoken
2265,2018,16,New Rules,Dua Lipa,https://www.youtube.com/watch?v=tHtnxluMXMw,Classical,Experimental,Classical
2298,2018,49,Too Good at Goodbyes,Sam Smith,https://www.youtube.com/watch?v=J_ub7Etch2U,Experimental,Classical,Classical
2299,2018,50,Love,"Kendrick Lamar,Zacari,",https://www.youtube.com/watch?v=xlbBndOY1kY,Experimental,Classical,Classical
2250,2018,1,God's Plan,Drake,https://www.youtube.com/watch?v=xpVfcZ0ZcFM,Experimental,Electronic,Electronic
2251,2018,2,Perfect,Ed Sheeran,https://www.youtube.com/watch?v=_NWs7ntMRBA,Experimental,Electronic,Electronic
2252,2018,3,Meant to Be,"Bebe Rexha,Florida Georgia Line,",https://www.youtube.com/watch?v=zDo0H8Fm7d0,Experimental,Electronic,Electronic
2253,2018,4,Havana,"Camila Cabello,Young Thug,",https://www.youtube.com/watch?v=BQ0mxQXmLsk,Experimental,Electronic,Electronic
2254,2018,5,Rockstar,"Post Malone,21 Savage,",https://www.youtube.com/watch?v=UceaB4D0jpo,Electronic,Experimental,Electronic
2255,2018,6,Psycho,"Post Malone,Ty Dolla Sign,",https://www.youtube.com/watch?v=WXBHCQYxwr0,Experimental,Electronic,Electronic
2256,2018,7,I Like It,"Cardi B,Bad Bunny,J Balvin,",https://www.youtube.com/watch?v=xTlNMmZKwpA,Experimental,Electronic,Electronic
2257,2018,8,The Middle,"Zedd,Maren Morris,Grey,",https://www.youtube.com/watch?v=M3mJkSqZbX4,Experimental,Electronic,Electronic
2258,2018,9,In My Feelings,Drake,https://www.youtube.com/watch?v=suz7pWi1mOs,Electronic,Experimental,Electronic
2259,2018,10,Girls Like You,"Maroon 5,Cardi B,",https://www.youtube.com/watch?v=aJOTlE1K90k,Experimental,Electronic,Electronic
2260,2018,11,Nice for What,Drake,https://www.youtube.com/watch?v=U9BwWKXjVaI,Experimental,Electronic,Electronic
2261,2018,12,Lucid Dreams,Juice Wrld,https://www.youtube.com/watch?v=mzB1VGEGcSU,Experimental,Electronic,Electronic
2262,2018,13,Better Now,Post Malone,https://www.youtube.com/watch?v=UYwF-jdcVjY,Experimental,Electronic,Electronic
2263,2018,14,Finesse,"Bruno Mars,Cardi B,",https://www.youtube.com/watch?v=LsoLEjrDogU,Experimental,Electronic,Electronic
2266,2018,17,Sad!,XXXTentacion,https://www.youtube.com/watch?v=N8JfbLg2f5Q,Experimental,Electronic,Electronic
2267,2018,18,Never Be the Same,Camila Cabello,https://www.youtube.com/watch?v=Ph54wQG8ynk,Experimental,Electronic,Electronic
2268,2018,19,Love Lies,"Khalid,Normani,",https://www.youtube.com/watch?v=xYtsL9znopI,Experimental,Electronic,Electronic
2269,2018,20,No Tears Left to Cry,Ariana Grande,https://www.youtube.com/watch?v=ffxKSjUwKdU,Electronic,Experimental,Electronic
2270,2018,21,Mine,Bazzi,https://www.youtube.com/watch?v=Gc71AmT_b2k,Experimental,Electronic,Electronic
2271,2018,22,Thunder,Imagine Dragons,https://www.youtube.com/watch?v=fKopy74weus,Experimental,Electronic,Electronic
2272,2018,23,Look Alive,"BlocBoy JB,Drake,",https://www.youtube.com/watch?v=NV-3s2wwC8c,Electronic,Experimental,Electronic
2273,2018,24,Delicate,Taylor Swift,https://www.youtube.com/watch?v=tCXGJQYZ9JA,Experimental,Electronic,Electronic
2274,2018,25,Yes Indeed,"Lil Baby,Drake,",https://www.youtube.com/watch?v=AbEHRrq7xwU,Electronic,Experimental,Electronic
2275,2018,26,Friends,"Marshmello,Anne-Marie,",https://www.youtube.com/watch?v=CY8E6N5Nzec,Experimental,Electronic,Electronic
2277,2018,28,Taste,"Tyga,Offset,",https://www.youtube.com/watch?v=LjxulQ1bEWg,Experimental,Electronic,Electronic
2278,2018,29,Let You Down,NF,https://www.youtube.com/watch?v=fbHbTBP_u7U,Experimental,Electronic,Electronic
2279,2018,30,No Limit,"G-Eazy,ASAP Rocky,Cardi B,",https://www.youtube.com/watch?v=LJ41qWkOrb8,Experimental,Electronic,Electronic
2280,2018,31,Fefe,"6ix9ine,Nicki Minaj,Murda Beatz,",https://www.youtube.com/watch?v=V_MXGdSBbAI,Electronic,Experimental,Electronic
2281,2018,32,Tequila,Dan + Shay,https://www.youtube.com/watch?v=c4qgqNS_20s,Experimental,Electronic,Electronic
2282,2018,33,Feel It Still,Portugal. The Man,https://www.youtube.com/watch?v=pBkHHoOIIn8,Experimental,Electronic,Electronic
2283,2018,34,MotorSport,"Migos,Nicki Minaj,Cardi B,",https://www.youtube.com/watch?v=9v_rtaye2yY,Experimental,Electronic,Electronic
2284,2018,35,I Like Me Better,Lauv,https://www.youtube.com/watch?v=a7fzkqLozwA,Experimental,Electronic,Electronic
2285,2018,36,Youngblood,5 Seconds of Summer,https://www.youtube.com/watch?v=-RJSbO8UZVY,Experimental,Electronic,Electronic
2286,2018,37,Whatever It Takes,Imagine Dragons,https://www.youtube.com/watch?v=gOsM-DYAEhY,Experimental,Electronic,Electronic
2287,2018,38,Ric Flair Drip,"Offset,Metro Boomin,",https://www.youtube.com/watch?v=LPTlvQ1Zet0,Electronic,Hip-Hop,Electronic
2288,2018,39,I Fall Apart,Post Malone,https://www.youtube.com/watch?v=gk0nB9vvYfU,Experimental,Electronic,Electronic
2289,2018,40,Pray for Me,"The Weeknd,Kendrick Lamar,",https://www.youtube.com/watch?v=K5xERXE7pxI,Experimental,Electronic,Electronic
2291,2018,42,Sicko Mode,Travis Scott,https://www.youtube.com/watch?v=6ONRf7h3Mdk,Experimental,Electronic,Electronic
2292,2018,43,Walk It Talk It,"Migos,Drake,",https://www.youtube.com/watch?v=fGqdIPer-ms,Electronic,Experimental,Electronic
2293,2018,44,Gucci Gang,Lil Pump,https://www.youtube.com/watch?v=4LfJnj66HVQ,Experimental,Electronic,Electronic
2294,2018,45,Him & I,"G-Eazy,Halsey,",https://www.youtube.com/watch?v=SA7AIQw-7Ms,Electronic,Experimental,Electronic
2296,2018,47,All the Stars,"Kendrick Lamar,SZA,",https://www.youtube.com/watch?v=JQbjS0_ZfJ0,Experimental,Electronic,Electronic
2297,2018,48,Stir Fry,Migos,https://www.youtube.com/watch?v=HI-mXMr8glQ,Experimental,Electronic,Electronic
2264,2018,15,Boo'd Up,Ella Mai,https://www.youtube.com/watch?v=6YNZlXfW6Ho,Pop,Experimental,Pop
2276,2018,27,Bad at Love,Halsey,https://www.youtube.com/watch?v=xdYFuCp3m9k,Pop,Experimental,Pop
2290,2018,41,Back to You,Selena Gomez,https://www.youtube.com/watch?v=VY1eFxgRR-k,Experimental,Pop,Pop
2295,2018,46,In My Blood,Shawn Mendes,https://www.youtube.com/watch?v=36tggrpRoTI,Experimental,Pop,Pop
2347,2019,48,Lucid Dreams,Juice Wrld,https://www.youtube.com/watch?v=mzB1VGEGcSU,Experimental,Blues,Blues
2300,2019,1,Old Town Road,"Lil Nas X,Billy Ray Cyrus,",https://www.youtube.com/watch?v=w2Ov5jzm3j8,Experimental,Electronic,Electronic
2301,2019,2,Sunflower,"Post Malone,Swae Lee,",https://www.youtube.com/watch?v=ApXoWvfEYVU,Experimental,Electronic,Electronic
2302,2019,3,Without Me,Halsey,https://www.youtube.com/watch?v=ZAfAud_M_mg,Experimental,Electronic,Electronic
2303,2019,4,Bad Guy,Billie Eilish,https://www.youtube.com/watch?v=DyDfgMOUjCI,Experimental,Electronic,Electronic
2304,2019,5,Wow,Post Malone,https://www.youtube.com/watch?v=Te-Ktb4w8pE,Experimental,Electronic,Electronic
2306,2019,7,7 Rings,Ariana Grande,https://www.youtube.com/watch?v=QYh6mYIJG2Y,Experimental,Electronic,Electronic
2307,2019,8,Talk,Khalid,https://www.youtube.com/watch?v=hE2Ira-Cwxo,Electronic,Experimental,Electronic
2308,2019,9,Sicko Mode,Travis Scott,https://www.youtube.com/watch?v=6ONRf7h3Mdk,Experimental,Electronic,Electronic
2310,2019,11,High Hopes,Panic! at the Disco,https://www.youtube.com/watch?v=IPXIgEAGe4U,Experimental,Electronic,Electronic
2311,2019,12,"Thank U, Next",Ariana Grande,https://www.youtube.com/watch?v=gl1aHhXnN1k,Experimental,Electronic,Electronic
2312,2019,13,Truth Hurts,Lizzo,https://www.youtube.com/watch?v=P00HMxdsVZI,Electronic,Experimental,Electronic
2313,2019,14,Dancing with a Stranger,"Sam Smith,Normani,",https://www.youtube.com/watch?v=av5JD1dfj_c,Experimental,Electronic,Electronic
2314,2019,15,Señorita,"Shawn Mendes,Camila Cabello,",https://www.youtube.com/watch?v=Pkh8UtuejGw,Experimental,Electronic,Electronic
2315,2019,16,I Don't Care,"Ed Sheeran,Justin Bieber,",https://www.youtube.com/watch?v=y83x7MgzWOA,Experimental,Electronic,Electronic
2316,2019,17,Eastside,"Benny Blanco,Halsey,Khalid,",https://www.youtube.com/watch?v=qFMVHKyc-JU,Experimental,Electronic,Electronic
2317,2019,18,Going Bad,"Meek Mill,Drake,",https://www.youtube.com/watch?v=S1gp0m4B5p8,Experimental,Electronic,Electronic
2319,2019,20,Better,Khalid,https://www.youtube.com/watch?v=7I8E0swNo_U,Experimental,Electronic,Electronic
2320,2019,21,No Guidance,"Chris Brown,Drake,",https://www.youtube.com/watch?v=oOni4BMeMp0,Experimental,Electronic,Electronic
2321,2019,22,Girls Like You,"Maroon 5,Cardi B,",https://www.youtube.com/watch?v=aJOTlE1K90k,Experimental,Electronic,Electronic
2322,2019,23,Sweet but Psycho,Ava Max,https://www.youtube.com/watch?v=WXBHCQYxwr0,Experimental,Electronic,Electronic
2323,2019,24,Suge,DaBaby,https://www.youtube.com/watch?v=KvuQNNVrbtM,Electronic,Hip-Hop,Electronic
2324,2019,25,Middle Child,J. Cole,https://www.youtube.com/watch?v=WILNIXZr2oc,Experimental,Electronic,Electronic
2325,2019,26,Drip Too Hard,"Lil Baby,Gunna,",https://www.youtube.com/watch?v=THcVOf1kNh0,Electronic,Experimental,Electronic
2326,2019,27,Someone You Loved,Lewis Capaldi,https://www.youtube.com/watch?v=zABLecsR5UE,Experimental,Electronic,Electronic
2327,2019,28,Ransom,Lil Tecca,https://www.youtube.com/watch?v=1XzY2ij_vL4,Experimental,Electronic,Electronic
2330,2019,31,Zeze,"Kodak Black,Travis Scott,Offset,",https://www.youtube.com/watch?v=UjeMvQbfKrc,Electronic,Hip-Hop,Electronic
2331,2019,32,Better Now,Post Malone,https://www.youtube.com/watch?v=UYwF-jdcVjY,Experimental,Electronic,Electronic
2332,2019,33,Youngblood,5 Seconds of Summer,https://www.youtube.com/watch?v=-RJSbO8UZVY,Experimental,Electronic,Electronic
2333,2019,34,Money in the Grave,"Drake,Rick Ross,",https://www.youtube.com/watch?v=R0ykLlhg0AQ,Electronic,Experimental,Electronic
2335,2019,36,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,https://www.youtube.com/watch?v=LH4Y1ZUUx2g,Electronic,Experimental,Electronic
2336,2019,37,Please Me,"Cardi B,Bruno Mars,",https://www.youtube.com/watch?v=3y-O-4IL-PU,Experimental,Electronic,Electronic
2337,2019,38,Money,Cardi B,https://www.youtube.com/watch?v=Fo48YEht4ZA,Electronic,Experimental,Electronic
2339,2019,40,Panini,Lil Nas X,https://www.youtube.com/watch?v=bXcSLI58-h8,Electronic,Experimental,Electronic
2340,2019,41,Look Back at It,A Boogie wit da Hoodie,https://www.youtube.com/watch?v=RWDXD8tAkPo,Experimental,Electronic,Electronic
2342,2019,43,Me!,"Taylor Swift,Brendon Urie,",https://www.youtube.com/watch?v=FuXNumBwDOM,Experimental,Electronic,Electronic
2343,2019,44,Mia,"Bad Bunny,Drake,",https://www.youtube.com/watch?v=Ej_6PhzzPwU,Experimental,Electronic,Electronic
2346,2019,47,Thotiana,Blueface,https://www.youtube.com/watch?v=V6EpIABAKKo,Electronic,Experimental,Electronic
2349,2019,50,Beautiful People,"Ed Sheeran,Khalid,",https://www.youtube.com/watch?v=mj0XInqZMHY,Experimental,Electronic,Electronic
2318,2019,19,Shallow,"Lady Gaga,Bradley Cooper,",https://www.youtube.com/watch?v=JPJjwHAIny4,Experimental,Folk,Folk
2341,2019,42,A Lot,21 Savage,https://www.youtube.com/watch?v=DmWWqogr_r8,Hip-Hop,Electronic,Hip-Hop
2344,2019,45,Pop Out,"Polo G,Lil Tjay,",https://www.youtube.com/watch?v=g-uW3I_AtDE,Hip-Hop,Electronic,Hip-Hop
2348,2019,49,Mo Bamba,Sheck Wes,https://www.youtube.com/watch?v=VWoIpDVkOH0,Hip-Hop,Electronic,Hip-Hop
2309,2019,10,Sucker,Jonas Brothers,https://www.youtube.com/watch?v=CnAmeh0-E-U,Jazz,Experimental,Jazz
2329,2019,30,Goodbyes,"Post Malone,Young Thug,",https://www.youtube.com/watch?v=ba7mB8oueCY,Experimental,Jazz,Jazz
2305,2019,6,Happier,"Marshmello,Bastille,",https://www.youtube.com/watch?v=m7Bc3pLyij0,Experimental,Pop,Pop
2328,2019,29,If I Can't Have You,Shawn Mendes,https://www.youtube.com/watch?v=oTJ-oqwxdZY,Experimental,Pop,Pop
2334,2019,35,Speechless,Dan + Shay,https://www.youtube.com/watch?v=mw5VIEIvuMI,Experimental,Pop,Pop
2338,2019,39,You Need to Calm Down,Taylor Swift,https://www.youtube.com/watch?v=Dkk9gvTmCXY,Pop,Electronic,Pop
2345,2019,46,Beautiful Crazy,Luke Combs,https://www.youtube.com/watch?v=Na0StAOUbg0,Experimental,Rock,Rock
2350,2020,1,Blinding Lights,The Weeknd,https://www.youtube.com/watch?v=4NRXx6U8ABQ,Experimental,Electronic,Electronic
2352,2020,3,The Box,Roddy Ricch,https://www.youtube.com/watch?v=UNZqm3dxd2w,Experimental,Electronic,Electronic
2353,2020,4,Don't Start Now,Dua Lipa,https://www.youtube.com/watch?v=oygrmJFKYZY,Experimental,Electronic,Electronic
2354,2020,5,Rockstar,"DaBaby,Roddy Ricch,",https://www.youtube.com/watch?v=83xBPCw5hh4,Experimental,Electronic,Electronic
2355,2020,6,Adore You,Harry Styles,https://www.youtube.com/watch?v=v8fLjiar1c8,Experimental,Electronic,Electronic
2356,2020,7,Life Is Good,"Future,Drake,",https://www.youtube.com/watch?v=l0U7SxXHkPY,Experimental,Electronic,Electronic
2359,2020,10,Someone You Loved,Lewis Capaldi,https://www.youtube.com/watch?v=RpCDLENt-MA,Experimental,Electronic,Electronic
2360,2020,11,Say So,Doja Cat,https://www.youtube.com/watch?v=pok8H_KF1FA,Experimental,Electronic,Electronic
2361,2020,12,I Hope,"Gabby Barrett,Charlie Puth,",https://www.youtube.com/watch?v=qcCH6JpcK5w,Experimental,Electronic,Electronic
2364,2020,15,Savage,"Megan Thee Stallion,Beyoncé,",https://www.youtube.com/watch?v=EOxj2ROIxok,Experimental,Electronic,Electronic
2365,2020,16,Roxanne,Arizona Zervas,https://www.youtube.com/watch?v=16YnOUnbE6s,Electronic,Experimental,Electronic
2366,2020,17,Intentions,"Justin Bieber,Quavo,",https://www.youtube.com/watch?v=9p2wMpVVtXg,Experimental,Electronic,Electronic
2367,2020,18,Everything I Wanted,Billie Eilish,https://www.youtube.com/watch?v=EgBJmlPo8Xw,Experimental,Electronic,Electronic
2368,2020,19,Roses (Imanbek remix),Saint Jhn,https://www.youtube.com/watch?v=2zToEPpFEN8,Electronic,Pop,Electronic
2370,2020,21,Before You Go,Lewis Capaldi,https://www.youtube.com/watch?v=Jtauh8GcxBY,Experimental,Electronic,Electronic
2371,2020,22,Falling,Trevor Daniel,https://www.youtube.com/watch?v=olGSAVOkkTI,Experimental,Electronic,Electronic
2373,2020,24,WAP,"Cardi B,Megan Thee Stallion,",https://www.youtube.com/watch?v=Wc5IbN4xw70,Electronic,Experimental,Electronic
2374,2020,25,Ballin',"Mustard,Roddy Ricch,",https://www.youtube.com/watch?v=DGoqaJtkMqE,Electronic,Experimental,Electronic
2375,2020,26,Hot Girl Bummer,Blackbear,https://www.youtube.com/watch?v=yMlKJGKyoCo,Experimental,Electronic,Electronic
2376,2020,27,Blueberry Faygo,Lil Mosey,https://www.youtube.com/watch?v=V_jHc_n0p9c,Electronic,Experimental,Electronic
2377,2020,28,Heartless,The Weeknd,https://www.youtube.com/watch?v=fFxH4gTYY_M,Experimental,Electronic,Electronic
2378,2020,29,Bop,DaBaby,https://www.youtube.com/watch?v=E7Kv4rzirjM,Experimental,Electronic,Electronic
2380,2020,31,Good as Hell,Lizzo,https://www.youtube.com/watch?v=vuq-VAiW9kw,Experimental,Electronic,Electronic
2381,2020,32,Toosie Slide,Drake,https://www.youtube.com/watch?v=xWggTb45brM,Experimental,Electronic,Electronic
2383,2020,34,Chasin' You,Morgan Wallen,https://www.youtube.com/watch?v=iBduQb1S-4s,Experimental,Electronic,Electronic
2384,2020,35,Savage Love (Laxed – Siren Beat),"Jawsh 685,Jason Derulo,",https://www.youtube.com/watch?v=Jvcv8trEuao,Experimental,Electronic,Electronic
2385,2020,36,No Guidance,"Chris Brown,Drake,",https://www.youtube.com/watch?v=oOni4BMeMp0,Experimental,Electronic,Electronic
2387,2020,38,Dynamite,BTS,https://www.youtube.com/watch?v=gdZLi9oWNZg,Experimental,Electronic,Electronic
2388,2020,39,Go Crazy,"Chris Brown,Young Thug,",https://www.youtube.com/watch?v=dPhwbZBvW2o,Experimental,Electronic,Electronic
2390,2020,41,Laugh Now Cry Later,"Drake,Lil Durk,",https://www.youtube.com/watch?v=JFm7YDVlqnI,Experimental,Electronic,Electronic
2391,2020,42,Woah,Lil Baby,https://www.youtube.com/watch?v=nUEqPtVGIpE,Electronic,Hip-Hop,Electronic
2392,2020,43,Death Bed,"Powfu,Beabadoobee,",https://www.youtube.com/watch?v=jJPMnTXl63E,Experimental,Electronic,Electronic
2393,2020,44,Señorita,"Shawn Mendes,Camila Cabello,",https://www.youtube.com/watch?v=3NcL3yUK4S0,Experimental,Electronic,Electronic
2394,2020,45,Highest in the Room,Travis Scott,https://www.youtube.com/watch?v=tfSS1e3kYeo,Electronic,Experimental,Electronic
2395,2020,46,Bad Guy,Billie Eilish,https://www.youtube.com/watch?v=DyDfgMOUjCI,Experimental,Electronic,Electronic
2396,2020,47,Mood,"24kGoldn,Iann Dior,",https://www.youtube.com/watch?v=GrAchTdepsU,Experimental,Electronic,Electronic
2398,2020,49,For the Night,"Pop Smoke,Lil Baby,DaBaby,",https://www.youtube.com/watch?v=Q9pjm4cNsfc,Experimental,Electronic,Electronic
2399,2020,50,Ritmo (Bad Boys for Life),"Black Eyed Peas,J Balvin,",https://www.youtube.com/watch?v=EzKkl64rRbM,Experimental,Electronic,Electronic
2357,2020,8,Memories,Maroon 5,https://www.youtube.com/watch?v=SlPhMPnQ58k,Experimental,Folk,Folk
2362,2020,13,Whats Poppin,"Jack Harlow,DaBaby,Tory Lanez,Lil Wayne,",https://www.youtube.com/watch?v=w9uWPBDHEKE,Hip-Hop,Electronic,Hip-Hop
2389,2020,40,High Fashion,"Roddy Ricch,Mustard,",https://www.youtube.com/watch?v=ZxIoWgRaR3g,Experimental,Jazz,Jazz
2351,2020,2,Circles,Post Malone,https://www.youtube.com/watch?v=wXhTHyIgQ_U,Experimental,Pop,Pop
2358,2020,9,The Bones,Maren Morris,https://www.youtube.com/watch?v=gvPMVKUI9go,Experimental,Pop,Pop
2363,2020,14,Dance Monkey,Tones and I,https://www.youtube.com/watch?v=q0hyYWKXF0Q,Experimental,Pop,Pop
2369,2020,20,Watermelon Sugar,Harry Styles,https://www.youtube.com/watch?v=E07s5ZYygMg,Experimental,Pop,Pop
2379,2020,30,Lose You to Love Me,Selena Gomez,https://www.youtube.com/watch?v=zlJDTxahav0,Experimental,Pop,Pop
2382,2020,33,Break My Heart,Dua Lipa,https://www.youtube.com/watch?v=Nj2U6rhnucI,Experimental,Pop,Pop
2386,2020,37,My Oh My,"Camila Cabello,DaBaby,",https://www.youtube.com/watch?v=6fd2kkLmSDQ,Pop,Electronic,Pop
2397,2020,48,Rain on Me,"Lady Gaga,Ariana Grande,",https://www.youtube.com/watch?v=AoAm4om0wTs,Experimental,Pop,Pop
2372,2020,23,"10,000 Hours","Dan + Shay,Justin Bieber,",https://www.youtube.com/watch?v=bNI1POQ9Nu8,Experimental,Rock,Rock
